level_0,Date,Close,High,Low,Open,Volume,Month,Year,Daily Price Change,Percentage Price Change,MA7,MA30,Daily Return,Monthly Return,Volatility,High Low Difference
224,2023-04-28,167.10293579101562,167.27036709773776,165.33028575815172,165.9310218332577,55275900,April,2023,1.171913957757937,0.7062657391066879,163.5660858154297,160.47584126790363,0.7540783463876988,0.7540783463876988,1.200212373770506,1.940081339586044
225,2023-05-01,167.01437377929688,167.8613132597454,166.07880476680162,166.7090842619925,52472900,May,2023,0.3052895173043737,0.18312710351440384,163.9797145298549,160.9547887166341,-0.05299847743519548,,1.1917215704950812,1.7825084929437764
226,2023-05-02,165.98031616210938,167.76283966783083,164.99550351956748,167.50677876345898,48425700,May,2023,-1.526462601349607,-0.911284076153818,164.47493416922433,161.3204833984375,-0.6191428879971483,-0.6191428879971483,1.1795157183700407,2.767336148263354
227,2023-05-03,164.90682983398438,168.32412999077732,164.62124085601573,166.9256982160475,65136000,May,2023,-2.0188683820631184,-1.2094413284706773,164.773193359375,161.58868103027345,-0.646755201427951,-0.646755201427951,1.1757615311093383,3.702889134761591
228,2023-05-04,163.27203369140625,164.50304913491388,161.8145156138655,162.38570858289833,81235400,May,2023,0.8863251085079185,0.5458147248564347,165.057377406529,161.84998423258463,-0.9913453216121582,-0.9913453216121582,1.1784265136118595,2.6885335210483845
229,2023-05-05,170.93389892578125,171.65280778469676,168.1665634032941,168.38322333782398,113453200,May,2023,2.5506755879572722,1.5148038726161581,166.4375239780971,162.33057301839193,4.692699087007379,4.692699087007379,1.4373171566846275,3.4862443814026562
230,2023-05-08,170.8649444580078,171.20963479482143,169.49605587870553,169.86043164324718,55962800,May,2023,1.0045128147606306,0.5913754045264521,167.15361894880022,162.76553141276042,-0.04033984376813349,-0.04033984376813349,1.435108347213886,1.7135789161158925
231,2023-05-09,169.16122436523438,170.90433143409618,168.9938080662103,170.42178299192224,45326900,May,2023,-1.2605586266878674,-0.7396698969800217,167.4476601736886,163.20836842854817,-0.9971150596032041,-0.9971150596032041,1.4273201149613226,1.9105233678858724
232,2023-05-10,170.92405700683594,171.38692008917508,169.28926463206565,170.3922648627901,53724500,May,2023,0.5317921440458235,0.31209875898653844,168.00618634905135,163.73064778645832,1.0421020823279559,1.0421020823279559,1.427853497122437,2.0976554571094255
233,2023-05-11,171.11114501953125,171.9383837832071,169.55513971049686,171.2096322648924,49514700,May,2023,-0.09848724536115583,-0.0575243600831863,168.7391619001116,164.15674235026043,0.109456805537822,0.109456805537822,1.3938225407155085,2.3832440727102266
234,2023-05-12,170.1841278076172,171.65351807079642,168.63582673684218,171.21959891598488,45533100,May,2023,-1.0354711083676875,-0.6047620219433986,169.49306161063058,164.49974212646484,-0.5417631983049676,-0.5417631983049676,1.3945519191860787,3.0176913339542466
235,2023-05-15,169.69107055664062,170.81530899814229,169.09935977781652,170.7659972586019,37266700,May,2023,-1.0749267019612887,-0.6294735012928002,170.41006687709265,164.74292500813803,-0.28971988006656346,-0.28971988006656346,1.3737235586026268,1.7159492203257685
236,2023-05-16,169.69107055664062,170.74626955321972,169.42479920138675,169.61217478294208,42110300,May,2023,0.07889577369854806,0.0465153953715371,170.2325199672154,164.94441782633464,0.0,0.0,1.369030145306329,1.3214703518329713
237,2023-05-17,170.30247497558594,170.53914722242257,168.06385467134209,169.3360281894031,57951600,May,2023,0.9664467861828427,0.5707272082122227,170.15216718401228,165.18401743570965,0.3603044149227852,0.3603044149227852,1.366894489195873,2.4752925510804857
238,2023-05-18,172.6298828125,172.8172584115987,170.1940301198803,170.60822168470452,65496700,May,2023,2.0216611277954826,1.1849728622877558,170.64768981933594,165.56258443196614,1.3666318338871442,1.3666318338871442,1.3621317239929118,2.623228291718391
239,2023-05-19,172.7383575439453,173.95134816577144,172.5213979143073,173.95134816577144,55809500,May,2023,-1.2129906218261226,-0.6973160223341137,170.90687561035156,165.91522216796875,0.062836589863835,0.062836589863835,1.3611650787045175,1.4299502514641347
240,2023-05-22,171.79161071777344,172.2945693897219,171.05197977463047,171.57465110395842,43570900,May,2023,0.21695961381502116,0.12645202098272876,171.00408499581474,166.32263743082683,-0.5480814103092424,-0.5480814103092424,1.3258945314797035,1.2425896150914184
241,2023-05-23,169.18809509277344,170.98293990870613,168.91196743614205,170.73639628329747,50747300,May,2023,-1.548301190524029,-0.9068372205507852,170.8617946079799,166.68364664713542,-1.5155080123657294,-1.5155080123657294,1.3527564387818891,2.0709724725640797
242,2023-05-24,169.46424865722656,170.03623176135926,168.16250594092847,168.72461766792532,45143500,May,2023,0.7396309893012472,0.43836578178351476,170.8293914794922,167.07684020996095,0.16322281086129653,0.16322281086129653,1.347015441011183,1.873725820430792
243,2023-05-25,170.5983428955078,171.4957503105663,169.3163129553576,170.02635984381527,56058300,May,2023,0.5719830516925413,0.3364084558523513,170.95900181361608,167.32860056559244,0.6692233006474257,0.6692233006474257,1.211340936655766,2.179437355208705
244,2023-05-26,173.0045928955078,173.3399036765556,170.7166757800904,170.92377905521317,54835000,May,2023,2.0808138402946383,1.2173928354477097,171.3450186593192,167.67205810546875,1.4104767720245937,1.4104767720245937,1.230328521285306,2.623227896465181
245,2023-05-30,174.84873962402344,176.5153769153671,174.12883646161984,174.51344390978926,55964400,May,2023,0.3352957142341779,0.19213173880603798,171.66199820382255,168.07633005777996,1.0659524684581312,1.0659524684581312,1.2394327966711263,2.3865404537472727
246,2023-05-31,174.79945373535156,176.87042648421155,174.3162227478627,174.87834951174753,99625300,May,2023,-0.07889577639596723,-0.045114662058648586,171.95644051688058,168.4382537841797,-0.02818772887802634,-0.02818772887802634,1.2366806828816526,2.5542037363488532
247,2023-06-01,177.60018920898438,177.62977324467488,174.4838737017158,175.24323239604442,68901800,June,2023,2.3569568129399556,1.3449631011218193,172.78623744419642,168.85545603434244,1.6022564223073354,,1.2595245164222686,3.1458995429590857
248,2023-06-02,178.4482879638672,179.2668146743205,176.78165050926717,178.52718373632618,61996900,June,2023,-0.07889577245899204,-0.044192582220708924,174.10912214006697,169.33309987386068,0.47753257395737325,0.47753257395737325,1.250105278877998,2.485164165053334
249,2023-06-05,177.0972137451172,182.3929658521557,175.57849662924414,180.10504889865825,121946500,June,2023,-3.007835153541066,-1.6700448832134178,175.19954572405135,169.8192143758138,-0.7571236654417057,-0.7571236654417057,1.243027058208804,6.814469222911555
250,2023-06-06,176.73236083984375,177.62976831057978,174.97695616659206,177.4818481362361,64848400,June,2023,-0.7494872963923456,-0.422289549192115,176.0758340018136,170.28299255371093,-0.20601843335522618,-0.20601843335522618,1.246264955440822,2.652812143987717
251,2023-06-07,175.36160278320312,178.70473461267676,174.86851540394252,175.97302631817985,61944600,June,2023,-0.6114235349767227,-0.34745298627256505,176.4125497000558,170.75228780110677,-0.7756123723616226,-0.7756123723616226,1.240940484926403,3.836219208734235
252,2023-06-08,178.0735321044922,178.33978837820231,175.00652888652115,175.44043301517675,50214900,June,2023,2.6330990893154365,1.5008507697240214,176.87323434012276,171.31230977376302,1.546478407044316,1.546478407044316,1.2605289574689955,3.3332594916811615
253,2023-06-09,178.4581756591797,179.71060666093933,178.13273621096323,178.99070336218668,48900000,June,2023,-0.5325277030069913,-0.2975169620566407,177.39590890066964,171.73250630696614,0.2160026535902082,0.2160026535902082,1.1686878081185692,1.5778704499761034
254,2023-06-12,181.2490234375,181.34764691680863,178.468018885392,178.7638742754878,54274900,June,2023,2.485149162012192,1.3901853336331258,177.91717093331474,172.20404256184895,1.563866585552387,1.563866585552387,1.189868169203133,2.8796280314166154
255,2023-06-13,180.7756805419922,181.60406367252176,179.91771337450308,180.27273686584888,54929100,June,2023,0.5029436761433033,0.27899042577778804,178.2496555873326,172.66275278727213,-0.2611561080609226,-0.2611561080609226,1.19246885681542,1.6863502980186809
256,2023-06-14,181.4068145751953,181.84073380664427,179.50350482104812,180.83483150172444,57462900,June,2023,0.5719830734708751,0.3163013832683117,178.86531284877233,173.17696940104167,0.3491255191577114,0.3491255191577114,1.18058867951461,2.3372289855961412
257,2023-06-15,183.43832397460935,183.94128262941163,181.23915892536104,181.41667817053525,65433200,June,2023,2.0216458040740974,1.1143660133461988,179.82330758231026,173.79468587239583,1.1198638839291952,1.1198638839291952,1.175614109016867,2.7021237040505923
258,2023-06-16,182.3634185791016,184.4048073735327,181.7224110612984,184.1483923281464,101256200,June,2023,-1.7849737490448092,-0.9693126974815204,180.82356698172433,174.43106536865236,-0.5859764591266914,-0.5859764591266914,1.1617683015654456,2.682396312234289
259,2023-06-20,182.45217895507807,183.5271208328433,181.86048315364172,181.86048315364172,49799100,June,2023,0.5916958014363445,0.3253569940955564,181.44908796037947,174.81500803629558,0.04867224834237405,0.04867224834237405,0.8282337183466045,1.6666376792015853
260,2023-06-21,181.4166717529297,182.8466218007744,180.06560242478363,182.34366316376423,49515700,June,2023,-0.9269914108345461,-0.5083759944002046,181.8717302594866,175.16673227945964,-0.567549923535493,-0.567549923535493,0.8394850198034841,2.781019375990752
261,2023-06-22,184.4146423339844,184.46395407144703,181.1306792503188,181.19971869233248,51245300,June,2023,3.2149236416519216,1.77424317479802,182.32396153041296,175.67517954508463,1.6525331173188107,1.6525331173188107,0.8481697583416742,3.333274821128242
262,2023-06-23,184.09906005859372,184.96689848868263,182.45215034536932,182.98469303577104,53117000,June,2023,1.1143670228226767,0.608994667441846,182.7987300327846,176.11434631347657,-0.1711264742303653,-0.1711264742303653,0.8400392735968963,2.5147481433133123
263,2023-06-26,182.7085723876953,185.4501365723536,182.6691169769034,184.24700235631448,48088700,June,2023,-1.5384299686191696,-0.8349823600625026,182.9846954345703,176.5009272257487,-0.7552931940314367,-0.7552931940314367,0.859678363604481,2.7810195954502035
264,2023-06-27,185.4600067138672,185.78544616190248,183.10304984582172,183.32000947784528,50730800,June,2023,2.1399972360219124,1.1673560579215096,183.27350725446428,177.01012318929037,1.50591419450945,1.50591419450945,0.8780086347408271,2.6823963160807693
265,2023-06-28,186.63357543945312,187.27458302156515,185.00639308619472,185.33181751858012,51216800,June,2023,1.3017579208730012,0.7023931121500472,183.88352966308594,177.5748733520508,0.6327880314360934,0.6327880314360934,0.8731223227236382,2.2681899353704296
266,2023-06-29,186.9688720703125,187.44224679697888,186.32786448538863,186.46592835204143,46347300,June,2023,0.5029437182710694,0.26972419182207297,184.52877153669084,178.1508000691732,0.17965504334891413,0.17965504334891413,0.8714564177978782,1.1143823115902478
267,2023-06-30,191.2882843017578,191.79122791985355,188.6157445714927,188.9806393982648,85213200,June,2023,2.3076449034930135,1.2211012254169578,185.93900190080916,178.85032704671224,2.3102306729544386,2.3102306729544386,0.9437176176821137,3.1754833483608422
268,2023-07-03,189.79916381835935,191.19952989799955,189.10882958307744,191.1009064221508,31458200,July,2023,-1.3017426037914674,-0.681180758460589,186.70821925571985,179.42263641357422,-0.778469255884684,,0.9486080092651391,2.090700314922117
269,2023-07-05,188.684814453125,190.31199675191496,187.98462376800288,188.92150180749704,46920300,July,2023,-0.23668735437203736,-0.1252834389455636,187.3633270263672,179.95418497721354,-0.5871202711413392,-0.5871202711413392,0.9620319674651661,2.3273729839120847
270,2023-07-06,189.1581573486328,189.36526064633148,186.5842409083175,187.21539208287064,45094300,July,2023,1.9427652657621763,1.0377166343791937,188.2846963065011,180.53306986490887,0.2508643299566682,0.2508643299566682,0.9487342322080238,2.781019738013981
271,2023-07-07,188.0437774658203,190.0062704618662,187.60987325439865,188.76369580404943,46815000,July,2023,-0.719918338229121,-0.3813860155484819,188.65380641392298,181.16159261067708,-0.5891259982822805,-0.5891259982822805,0.9005894090233574,2.396397207467544
272,2023-07-10,186.0023956298828,187.36332142042107,184.4540942539423,186.6434031135775,59922200,July,2023,-0.6410074836946933,-0.3434396678379375,188.56363786969865,181.7128641764323,-1.0855886131667103,-1.0855886131667103,0.9379293182001344,2.909227166478786
273,2023-07-11,185.47972106933597,186.68285528837708,184.02018687082852,186.5447914459214,46638100,July,2023,-1.0650703765854246,-0.5709461884890977,188.3509020124163,182.2089101155599,-0.2810042089924969,-0.2810042089924969,0.9415957750017396,2.6626684175485593
274,2023-07-12,187.14634704589844,189.0496566889716,185.864317131752,187.0575799007695,60750200,July,2023,0.08876714512894068,0.04745444968123183,187.75919669015067,182.68030192057293,0.8985488909267092,0.8985488909267092,0.9249580660691826,3.1853395572196064
275,2023-07-13,187.9056854248047,188.5467078881079,187.1561982107916,187.86624506525828,41342300,July,2023,0.039440359546404125,0.020993850988347534,187.48869977678572,183.11553344726562,0.4057457657562713,0.4057457657562713,0.9130553539129715,1.3905096773163166
276,2023-07-14,188.0536346435547,188.53685056119244,187.00829198764853,187.59998771190843,41616200,July,2023,0.45364693164626146,0.24181607748445766,187.3985312325614,183.55733947753907,0.07873589264504322,0.07873589264504322,0.912163037865503,1.5285585735439042
277,2023-07-17,191.3080291748047,191.6334686208352,189.1581605746784,189.2469126832782,50520200,July,2023,2.061116491526491,1.0891149886159335,187.70565577915735,184.01426747639974,1.7305672062220667,1.7305672062220667,0.9190074707064929,2.4753080461568118
278,2023-07-18,191.05160522460935,191.64331601668744,189.75971887799716,190.6768691009351,48288200,July,2023,0.37473612367423925,0.19652940885864456,188.13534545898438,184.43437805175782,-0.13403721281401992,-0.13403721281401992,0.9206182843360406,1.883597138690277
279,2023-07-19,192.4026641845703,195.4893803490621,189.9865244553515,190.4303150490968,80507300,July,2023,1.9723491354735074,1.0357327482050303,189.04966953822546,184.9445597330729,0.7071696457994214,0.7071696457994214,0.9050642784553466,5.502855893710574
280,2023-07-20,190.45993041992188,193.75375040663724,189.8386355247165,192.39282446393293,59581200,July,2023,-1.93289404401105,-1.004660152683294,189.76112801688058,185.4021453857422,-1.0097229021656329,-1.0097229021656329,0.9314752861254074,3.9151148819207435
281,2023-07-21,189.28634643554688,192.2744541324422,188.58615588066945,191.4164870851642,71951700,July,2023,-2.130140649617317,-1.1128302906685275,190.06684221540178,185.86630350748698,-0.6161841925425016,-0.6161841925425016,0.9258372736841264,3.68829825177275
282,2023-07-24,190.0851593017578,192.21530010696893,189.592071988394,190.73603816687745,45377800,July,2023,-0.6508788651196369,-0.3412458764348321,190.3781956263951,186.26669108072917,0.4220129350338109,0.4220129350338109,0.8941422512749407,2.6232281185749287
283,2023-07-25,190.9431304931641,191.75180092732495,190.25281124926505,190.65714646634552,37283200,July,2023,0.2859840268185678,0.14999911208104086,190.79098074776786,186.68285624186197,0.45136148164215406,0.45136148164215406,0.8951228519191107,1.4989896780598997
284,2023-07-26,191.8109436035156,192.935181951258,190.64726489612823,190.99241694846552,47471900,July,2023,0.8185266550500785,0.42856500175655515,190.86282566615515,187.03492024739583,0.4544877357515409,0.4544877357515409,0.8603364651326638,2.2879170551297534
285,2023-07-27,190.54867553710935,194.4736466049838,189.88794029801272,193.3099676892758,47460200,July,2023,-2.7612921521664475,-1.4284271965762865,190.7909785679408,187.36068674723307,-0.6580792746713304,-0.6580792746713304,0.8705456115865916,4.585706306971076
286,2023-07-28,193.12257385253903,193.9115165426313,191.4559363697747,191.97860770429688,48291400,July,2023,1.143966148242157,0.5958820943238629,190.8938228062221,187.75121205647787,1.3507825799232265,1.3507825799232265,0.8961166626405274,2.4555801728565996
287,2023-07-31,193.7339782714844,193.7734336784224,192.560428204252,193.3493708168966,38824100,July,2023,0.3846074545878082,0.19891838952609497,191.3615439278739,188.09440053304036,0.3165887895695718,0.3165887895695718,0.8799303829306933,1.2130054741704157
288,2023-08-01,192.90562438964844,194.0101351852124,192.5801849485631,193.52691923606864,35175100,August,2023,-0.6212948464201986,-0.3210379459729469,191.87858363560267,188.44580739339193,-0.42757284459165046,,0.8756034793616637,1.4299502366492902
289,2023-08-02,189.91749572753903,192.48154051645844,189.19759252290805,192.3434766820384,50389300,August,2023,-2.42598095449938,-1.2612753997941668,191.85463169642858,188.69465128580728,-1.5490106478563415,-1.5490106478563415,0.9313814681566321,3.2839479935503846
290,2023-08-03,188.52700805664065,189.710414639766,188.0536484329567,188.92148694956984,61235200,August,2023,-0.39447889292918603,-0.20880573157593613,191.50947134835377,188.931662495931,-0.7321535415005798,-0.7321535415005798,0.9361534329031549,1.6567662068092943
291,2023-08-04,179.47393798828125,184.7894189873242,179.40489853673822,182.95513345446872,115956800,August,2023,-3.481195466187472,-1.902759108453124,189.7470419747489,188.76697235107423,-4.802001666328637,-4.802001666328637,1.2603307334349838,5.384520450585995
292,2023-08-07,176.3773193359375,180.59814508763776,174.89805755245857,179.61197056531847,97576100,August,2023,-3.2346512293809724,-1.800910718366984,187.7225625174386,188.50958099365235,-1.7253862522066843,-1.7253862522066843,1.2955446743477477,5.700087535179193
293,2023-08-08,177.31419372558594,177.77769698523286,175.12488493894773,177.205713919119,67823000,August,2023,0.10847980646693145,0.06121687843341456,185.46422249930245,188.32976837158202,0.531176226725627,0.531176226725627,1.2955792662496515,2.652812046285135
294,2023-08-09,175.7264404296875,178.42854898853972,174.56274666920834,178.3693809248903,60378500,August,2023,-2.6429404952027937,-1.4817231979493788,182.89171709333147,188.00531616210938,-0.8954462485702974,-0.8954462485702974,1.2673487178629927,3.8658023193313795
295,2023-08-10,175.50950622558594,178.25107058876787,175.14462641506705,176.9986245515979,54686900,August,2023,-1.489118326011976,-0.8413163264881045,180.40655735560827,187.63451385498047,-0.12344995071379428,-0.12344995071379428,1.2582844811326155,3.1064441737008224
296,2023-08-11,175.56874084472656,176.3883728930982,174.34424265962002,175.10462674008653,52036700,August,2023,0.4641141046400321,0.2650495953650224,178.3567352294922,187.25450948079427,0.03375009161297182,0.03375009161297182,1.257060294939947,2.044130233478171
297,2023-08-14,177.2178955078125,177.44501774834183,175.09474782272636,175.74650562753334,43675600,August,2023,1.4713898802791618,0.8372228369635627,176.74114772251673,186.7854965209961,0.9393213479525153,0.9393213479525153,1.1854750675259915,2.350269925615464
298,2023-08-15,175.2329864501953,177.2376229940336,174.8379899652799,176.6451282666605,43622600,August,2023,-1.41214181646518,-0.7994230185241421,176.13529750279017,186.29995727539062,-1.1200387251690813,-1.1200387251690813,1.192371289894724,2.3996330287536978
299,2023-08-16,174.36398315429688,176.30935657463468,174.29485048513217,174.9169842350172,46964900,August,2023,-0.5530010807203212,-0.31615059174431737,175.8476780482701,185.82259623209634,-0.4959130774989218,-0.4959130774989218,1.191621403922152,2.014506089502504
300,2023-08-17,171.8260955810547,175.29223725703497,171.31258808782235,174.9268647491592,66062900,August,2023,-3.100769168104506,-1.7726088971816494,175.06366402762276,185.24486083984374,-1.4555113546565246,-1.4555113546565246,1.207226403496534,3.979649169212621
301,2023-08-18,172.30999755859375,172.9123770667114,169.8116075662743,170.14735612669347,61172200,August,2023,2.1626414319002834,1.2710402801028295,174.57560076032365,184.72040150960285,0.28162310032284754,0.28162310032284754,1.210812607135593,3.10076950043711
302,2023-08-21,173.64308166503906,173.92946689307706,171.56932774476493,172.8827127616794,46311900,August,2023,0.7603689033596766,0.43981777658004073,174.30896868024553,184.3084243774414,0.7736545327220457,0.7736545327220457,1.2159213265355173,2.360139148312129
303,2023-08-22,175.0157470703125,175.46012191641384,174.04799506153495,174.8478727981476,42038900,August,2023,0.1678742721649087,0.09601161825898245,174.22996956961495,183.95962524414062,0.7905097007673056,0.7905097007673056,1.2297768670818119,1.412126854878892
304,2023-08-23,178.85716247558594,179.2817980823254,176.10202612434662,176.289654759779,52722800,August,2023,2.5675077158069257,1.456414285515244,174.46415056501115,183.68331909179688,2.1948970133128354,2.1948970133128354,1.2904751609978424,3.1797719579787724
305,2023-08-24,174.17636108398438,178.83739189345877,173.81097351698816,178.41275636104422,54945800,August,2023,-4.236395277059842,-2.37449124348871,174.3132040841239,183.22567494710287,-2.6170611938677535,-2.6170611938677535,1.362190470311107,5.026418376470616
306,2023-08-25,176.37850952148438,176.91175631972774,173.62337343895007,175.16388093182096,51449600,August,2023,1.2146285896634197,0.6934241141506733,174.60099356515067,182.8365041097005,1.264321073074992,1.264321073074992,1.388799440014148,3.288382880777675
307,2023-08-28,177.93875122070312,178.33374768816518,176.31924159506977,177.83999456976295,43820700,August,2023,0.0987566509401745,0.05553118193637501,175.47423008510046,182.39086151123047,0.8845985281606517,0.8845985281606517,1.356374866871915,2.014506093095406
308,2023-08-29,181.81967163085935,182.5899254092932,177.25739693272806,177.45489519701718,53003900,August,2023,4.364776433842167,2.459654003343343,176.83275495256697,182.0831303914388,2.181042849594128,2.181042849594128,1.4262100331836665,5.33252847656513
309,2023-08-30,185.30555725097656,185.50307057198083,182.4319252754348,182.62942352828824,60813900,August,2023,2.67613372268832,1.4653354705868644,178.49882289341517,181.846560160319,1.9172213814105055,1.9172213814105055,1.4679348976536333,3.0711452965460353
310,2023-08-31,185.5227813720703,186.7571640981168,185.13765456426972,185.4931573920971,60794500,August,2023,0.029623979973223413,0.015970389630386193,179.9998277936663,181.68198852539064,0.11722482817908553,0.11722482817908553,1.4586304518248545,1.619509533847065
311,2023-09-01,187.09295654296875,187.5472010181368,185.9276912341992,187.12258052751665,45766500,September,2023,-0.029623984547896498,-0.015831325361366663,181.1763698032924,181.60887552897137,0.8463516767514445,,1.4644212085578452,1.619509783937616
312,2023-09-05,187.32997131347656,187.60647191514923,185.2660864409368,185.92771395695013,45280000,September,2023,1.4022573565264338,0.7541949108518129,183.05545697893416,181.51703592936198,0.12668289329929028,0.12668289329929028,1.46228036354815,2.3403854742124395
313,2023-09-06,180.62478637695312,186.4905763861184,179.20277485131902,186.04618648324464,81755800,September,2023,-5.4214001062915145,-2.9140076498046183,183.66206795828683,181.17309112548827,-3.5793444527373763,-3.5793444527373763,1.594907032080143,7.287801534799371
314,2023-09-07,175.34161376953125,175.98350189646143,171.37183427986267,172.99134398653018,112488800,September,2023,2.3502697830010675,1.3586054243176868,183.29104832240515,180.62411346435547,-2.9249433111556478,-2.9249433111556478,1.666814837242805,4.611667616598766
315,2023-09-08,175.95387268066406,177.98814840122637,175.56874581023814,176.12176201867752,65551300,September,2023,-0.16788933801345252,-0.0953257201660565,182.4530770438058,180.1376200358073,0.3491806069137571,0.3491806069137571,1.669188024870501,2.419402590988227
316,2023-09-11,177.11915588378906,178.0474143493556,175.12438865362392,177.82029208697838,58953100,September,2023,-0.7011362031893213,-0.3942948214517441,181.2835911342076,179.6041727701823,0.6622663004637985,0.6622663004637985,1.6510304982739066,2.923025695731667
317,2023-09-12,174.09735107421875,177.87950173703112,172.6358460753217,177.24749835360407,90370200,September,2023,-3.1501472793853225,-1.7772590917480042,179.65138680594308,178.94961853027343,-1.7060858236886411,-1.7060858236886411,1.6672763366784702,5.243655661709425
318,2023-09-13,172.0334930419922,175.0848841389881,171.80635572558617,174.30474566083996,84267900,September,2023,-2.271252618847768,-1.30303544532697,177.50003487723214,178.2538808186849,-1.185462052979036,-1.185462052979036,1.6743444954374982,3.278528413401915
319,2023-09-14,173.5443572998047,173.89986015970092,171.4113401404273,171.82609096561458,60895800,September,2023,1.7182663341901048,1.0000031569908439,175.5306614467076,177.7081095377604,0.8782384354909967,0.8782384354909967,1.6739158351291243,2.488520019273608
320,2023-09-15,172.82345581054688,174.29484548306786,171.64833608181547,174.2750911398521,109259500,September,2023,-1.451635329305219,-0.832956287562812,174.4161856515067,177.18465779622395,-0.4153989795314561,-0.4153989795314561,1.6720048452016014,2.6465094012523878
321,2023-09-18,175.7465057373047,177.13889330258442,173.96899129951683,174.27511585610648,67257600,September,2023,1.4713898811982062,0.8442914376904427,174.4740273611886,177.06041005452474,1.6913502354461318,1.6913502354461318,1.4744972592077192,3.169902003067591
322,2023-09-19,176.83273315429688,177.38573418627078,174.91696881628158,175.30209561127398,51826900,September,2023,1.5306375430228911,0.8731427526211804,174.59957885742188,177.07559051513672,0.618064872718338,0.618064872718338,1.4449710485379705,2.4687653699891996
323,2023-09-20,173.29747009277344,177.45486279571944,173.20858308214417,177.02035765272817,58436200,September,2023,-3.722887559954728,-2.10308441883173,174.05362374441964,176.9416997273763,-1.999213040743264,-1.999213040743264,1.4872622136630245,4.246279713575262
324,2023-09-21,171.7569580078125,174.0973581099587,171.6878404044714,172.36922214048295,63149100,September,2023,-0.6122641326704468,-0.35520502156205375,173.71928187779017,176.80938364664715,-0.8889408969076307,-0.8889408969076307,1.4871375155215267,2.4095177054873034
325,2023-09-22,172.606201171875,174.86759879629756,171.87545623128412,172.4877052502978,56725400,September,2023,0.11849592157719258,0.0686981842591288,173.8010973249163,176.71260681152344,0.49444469319483986,0.49444469319483986,1.4905802266972348,2.992142565013438
326,2023-09-25,173.88011169433594,174.75899170155245,171.97421669351675,172.02359502231215,46172700,September,2023,1.856516672023787,1.0792221100733241,173.84906223842077,176.65631917317708,0.7380444699043087,0.7380444699043087,1.497390315129114,2.7847750080356946
327,2023-09-26,169.8115997314453,173.01111068359924,169.51534481079926,172.63586851438868,64588900,September,2023,-2.8242687829433635,-1.635968705256619,173.4187970842634,176.40944264729816,-2.3398374450337767,-2.3398374450337767,1.5438149732861903,3.4957658727999785
328,2023-09-27,168.3007049560547,170.8780972082127,166.93795639924983,170.4633463371719,66921800,September,2023,-2.1626413811172256,-1.2686841057546643,172.35511125837053,176.1783665974935,-0.8897476837743001,-0.8897476837743001,1.5392914223623606,3.940140808962866
329,2023-09-28,168.5574493408203,169.88070413963854,165.52579782856736,167.22430983558627,56294400,September,2023,1.333139505234044,0.7972163296979831,171.1729278564453,175.9848154703776,0.1525509859466423,0.1525509859466423,1.5384259098554922,4.354906311071176
330,2023-09-29,169.07095336914062,170.90771561508154,168.21181267677895,169.870831028669,51861100,September,2023,-0.799877659528363,-0.4708740486430941,170.5691397530692,175.89297739664713,0.3046462973475661,0.3046462973475661,1.5184331638908422,2.695902938302595
331,2023-10-02,171.57920837402344,172.12233981703872,168.79443355791753,169.08081880430257,52164500,October,2023,2.498389569720871,1.4776303943811364,170.5437469482422,175.86861775716145,1.4835517011644317,,1.5429426954688819,3.3279062591211925
332,2023-10-03,170.24607849121094,171.46072207785286,168.6858318118607,170.1078282132375,49594600,October,2023,0.13825027797344092,0.08127214333730617,170.20658656529017,175.75538431803386,-0.7769763571273902,-0.7769763571273902,1.542015198898646,2.7748902659921555
333,2023-10-04,171.49034118652344,172.03347264460572,168.83394692911625,168.95244285882518,53020300,October,2023,2.537898327698258,1.5021376931607306,169.86519077845983,175.63787078857422,0.7308612958017324,0.7308612958017324,1.5409264594459606,3.1995257154894716
334,2023-10-05,172.72474670410156,173.25799352598938,170.52259660006877,171.6187292983148,48527900,October,2023,1.1060174057867584,0.6444619478939464,170.28135463169642,175.43345692952474,0.7198105205444172,0.7198105205444172,1.4892865314333728,2.735396925920611
335,2023-10-06,175.2725067138672,175.76625988669193,171.0163417068709,171.6286058875163,57266700,October,2023,3.6439008263508867,2.1231314019639966,171.27732631138392,175.4699951171875,1.4750405245232523,1.4750405245232523,1.4378214204150412,4.749918179821037
336,2023-10-09,176.75376892089844,176.81301689163445,173.60362121945622,174.6009972191987,42390800,October,2023,2.1527717016997485,1.2329664411922587,172.44822910853796,175.48250376383464,0.8451195425928537,0.8451195425928537,1.4274213793092283,3.209395672178232
337,2023-10-10,176.16127014160156,177.47465549196244,175.72676490471198,175.87489990900735,43698000,October,2023,0.2863702325942086,0.16282609556131566,173.4611315046038,175.42325439453126,-0.3352113977054927,-0.3352113977054927,1.4192054318588203,1.7478905872504527
338,2023-10-11,177.5536346435547,177.60301297187604,175.3811238107674,175.9736185461729,47551100,October,2023,1.5800160973817867,0.8978710050036356,174.3146209716797,175.2810531616211,0.7903919521208724,0.7903919521208724,1.3664415248013921,2.221889161108635
339,2023-10-12,178.4522705078125,180.06189553412176,176.80312172309905,177.82026707710477,56743100,October,2023,0.6320034307077265,0.35541698429329377,175.4869341169085,175.0526102701823,0.5061207933376721,0.5061207933376721,1.3191453935761812,3.2587738110227065
